0,0,0.4,0.000465,0.1229,0,1,0,0,1,0,0,0.0523281,0.1,0.8,1,1,0,1,0.14,0.3,0.1,0
0,1,0.1,0.000465,0.1229,0,1,0,0,1,0,0,0.0523281,0.1,0.8,1,1,0,1,0.14,0.2,1,0
0,0,0.05,0.000465,0.1229,0,1,0,0,1,0,0,0.0523281,0.1,0.8,1,1,0,0,0.14,0.1,1,1
0,0,0.1,0.000465,0.1229,0,1,0,0,1,0,1,0.0523281,0.1,0.8,1,0,1,1,0.14,1,0.3,1
0,0,0.15,0.000465,0.1229,0,1,0,0,1,0,0,0.0523281,0.1,0.8,1,0,0,1,0.14,1,0.2,0
0,0,0.05,0.000465,0.1229,0,1,0,0,1,0,0,0.0523281,0.1,0.8,1,0,0,1,0.14,1,0.6,0
0,0,0.1,0.000465,0.1229,0,1,0,0,1,0,0,0.0523281,0.1,0.8,1,0,0,1,0.14,1,0.8,0
0,0,0.1,0.000465,0.1229,0,1,0,0,1,0,0,0.0523281,0.1,0.8,1,0,0,1,0.14,1,1,0
0,0,0.1,0.000465,0.1229,0,1,0,0,1,0,0,0.0523281,0.1,0.8,1,0,0,1,0.14,1,1,0
0,0,0.35,0.196719,0.09565,0,1,0,0,1,0,1,0.183367,0.1,1,1,1,0,1,0.25,0.8,0.4,0
0,0,0.7,0.196719,0.09565,0,1,0,0,1,0,1,0.183367,0.1,1,1,1,0,1,0.25,0.6,0.1,1
0,1,0.1,0.196719,0.09565,0,1,0,0,1,0,0,0.183367,0.1,1,1,1,0,1,0.25,0.3,1,0
0,0,0.05,0.196719,0.09565,0,1,0,0,1,0,0,0.183367,0.1,1,1,0,0,1,0.25,1,0.3,0
0,0,0.05,0.196719,0.09565,0,1,0,0,1,0,0,0.183367,0.1,1,1,0,0,1,0.25,1,1,0
0,0,0.35,0.001975,0.261367,0,1,0,0,1,0,1,0.183367,0.2,1,1,1,0,1,0.25,1,0.2,0
0,0,0.7,0.001975,0.261367,0,1,0,0,1,0,1,0.183367,0.2,1,1,1,1,1,0.25,1,0.1,1
0,1,0.1,0.001975,0.261367,0,1,0,0,1,0,0,0.183367,0.2,1,1,1,0,1,0.25,0.9,1,0
0,0,0.05,0.001975,0.261367,0,1,0,0,1,0,0,0.183367,0.2,1,1,1,0,0,0.25,0.4,1,0
0,0,0.05,0.001975,0.261367,0,1,0,0,1,0,0,0.183367,0.2,1,1,0,0,1,0.25,1,0.5,0
0,0,0.35,0.051728,0.0962167,0,1,0,0,0,1,1,0.372622,0.4,1,1,1,0,1,0.25,1,0.1,0
0,0,0.7,0.051728,0.0962167,0,1,0,0,0,1,1,0.372622,0.4,1,1,1,1,1,0.25,1,0.2,1
